xVar,rzx
02:26,-0.0027302274212396976
02:27,0.013452803637403334
10:28:44,-0.012176645112519794
02:28,0.009680428901886744
02:29,0.007250667326201826
02:22,-0.010864101273305598
02:24,-0.012894246115063072
07:50:,0.0044566706161105595
17286,0.00778333376183663
34pm,-3.7923705949083504E-4
02:25,0.0016025863827255607
17287,-0.012176645112519794
21mm,0.011561178753742086
21ml,0.0111099969075627
02:20,0.021612498978654013
02:21,0.008914149784108746
14:09,0.010918219560491488
019594,0.001130007470384489
14:15,0.02762606691111447
1and,0.001130007470384489
2305,-0.0031066341734711667
14:13,0.017313644735263235
2304,0.00778333376183663
12x12,0.0044566706161105595
14:12,0.010918219560491488
14:19,0.006758934588491764
14:18,0.021808885559061072
14:17,0.002260219952481064
2300,0.021133999177455867
3345gms,0.0111099969075627
02:19,0.01924424278886611
14:11,0.011431634598611825
14:10,0.018081324796625095
2309,0.001130007470384489
09:39:30,0.0015981202075415267
02:15,0.021178930071459795
09:39:50,0.001130007470384489
02:16,0.003878114718618062
1729:,0.0044566706161105595
26:05,0.0044566706161105595
02:17,-0.0038049493165059614
10:53:12,-0.012176645112519794
26:03,-0.012176645112519794
02:11,0.007719646736180074
26:08,0.001130007470384489
02:12,0.003950497398047873
%,0.029602560746575298
10:28:59,0.0044566706161105595
11:11:08,0.00778333376183663
02:13,0.005964148703826692
26:06,0.0044566706161105595
3650,-0.0061900440080238095
02:14,0.020426388785994197
26:07,0.001130007470384489
11:11:05,0.001130007470384489
02:10,0.01832543012820826
26:00,0.001130007470384489
26:01,0.00778333376183663
47th,0.008655251779060567
0,0.10206870168348546
14:26,0.021137338902730722
21mu,0.0111099969075627
1,0.20909433624885299
14:25,0.01556807961573643
10:41:01,-0.012176645112519794
2,0.2750615212376787
2315,0.001957348709837056
14:23,0.010918219560491488
2314,0.00778333376183663
3,0.2555741671009013
4,0.21835237926816337
10:42pm,0.001130007470384489
14:29,0.014960840680602673
2312,0.00778333376183663
2310,0.003950497398047873
10:41:07,0.00778333376183663
12:05:03,0.00778333376183663
10:41:06,-0.012176645112519794
12:05:02,0.00778333376183663
12:05:01,0.0111099969075627
02:08,0.0071398794573560714
14:22,0.018081324796625095
14:21,0.01620160550456912
14:20,0.007341059390450246
2319,0.00778333376183663
2318,0.001130007470384489
02:49,0.009966623823611602
100%,0.09827071599700703
02:44,0.019068078896636666
02:45,0.02527433131090935
3660,0.007719646736180074
02:46,0.017809870854223524
02:47,0.0055028970171293445
1000,0.02612629648551673
02:40,0.009768924782605626
2331,0.011561178753742086
02:41,0.008201599781776429
21on,0.00778333376183663
2330,0.005964148703826692
02:42,0.01556807961573643
02:43,0.01635145911792161
17261,0.00778333376183663
2328,0.00778333376183663
2327,0.011007628969566913
3x2cm,0.007719646736180074
10mnths,0.0044566706161105595
2325,0.001957348709837056
2324,0.00778333376183663
2323,0.00778333376183663
10:41:38,0.0044566706161105595
2322,0.0044566706161105595
2321,0.001130007470384489
100mcg,0.0055028970171293445
09:39:12,0.001130007470384489
09:40:17,-0.012176645112519794
1010257988,0.00778333376183663
1726:,0.0044566706161105595
3657,0.003950497398047873
02:37,-0.0038049493165059614
10:04:43,0.0044566706161105595
02:38,0.015918259565587945
1043481,-0.0021966556753415813
02:33,0.007719646736180074
17273,0.008655251779060567
3670,0.001957348709837056
02:34,0.010535793013366079
02:35,0.0056789093341664985
09:40:02,-0.012176645112519794
02:36,0.012241114699922588
1011,0.0071655124115423486
02:30,0.033272952078007643
1010,0.010577632242015668
02:31,0.0041266701137038396
09:27:45,0.00778333376183663
2340,0.001130007470384489
02:32,0.015918259565587945
09:27:44,0.00778333376183663
21pm,0.011561178753742086
1008,0.0015161007812681943
14:04,0.008655251779060567
1007,0.0044566706161105595
2338,0.001130007470384489
10:41:23,0.0044566706161105595
1005,0.00778333376183663
14:01,0.01740616850108203
2336,0.00630287458855422
1004,0.0044566706161105595
14:08,0.005484980003061369
2335,0.001130007470384489
14:07,0.011276425086081855
14:06,0.01635145911792161
2333,0.00778333376183663
1001,0.00778333376183663
2332,0.00964041274496108
09:40:04,-0.012176645112519794
14:00,0.04104438645261053
10:53:44,0.0044566706161105595
100f,0.008655251779060567
021872,0.0044566706161105595
40mmhg,0.0044566706161105595
1021,0.00778333376183663
1020,0.001130007470384489
2351,0.00778333376183663
2350,7.744996978697608E-4
100k,0.011846852660255425
1019,0.008655251779060567
1018,0.001130007470384489
2349,0.0044566706161105595
1017,0.001957348709837056
2348,-0.012176645112519794
1016,0.0044566706161105595
2347,0.01336000616007326
1015,0.005587184868294905
2346,0.001130007470384489
1014,-0.0031066341734711667
10:41:57,-0.012176645112519794
11:35:33,0.0044566706161105595
11:59:00,-0.008849981966793723
2345,0.007719646736180074
1013,0.003923702410387984
020534,-0.012176645112519794
1012,0.011561178753742086
2343,0.00630287458855422
11:47:06,0.0044566706161105595
0cm,0.001898319026564962
17249,-0.0018841833077249555
101f,0.007250667326201826
11:47:24,0.0044566706161105595
11:47:21,0.0044566706161105595
1033,0.008655251779060567
300mg,0.00146983086600545
1032,0.001130007470384489
1031,0.011007628969566913
1030,0.022515223206810694
1029,0.00778333376183663
11:35:40,0.00778333376183663
1028,0.008655251779060567
1027,0.011007628969566913
2795gm,0.001130007470384489
10:41:47,0.0044566706161105595
2357,0.00778333376183663
100s,0.01543943299259011
1025,0.011007628969566913
10:41:46,0.00778333376183663
2356,0.001130007470384489
1024,0.00964041274496108
1023,0.001130007470384489
1700gm,0.00778333376183663
300ml,0.00955990967113396
11:27am,0.00778333376183663
02:04,-0.01169636126604061
235k,0.0044566706161105595
02:05,0.008119959953752774
02:06,0.01348194476252309
36:1,0.00778333376183663
4595gm,0.0044566706161105595
02:07,0.0042478498606502305
36:2,0.00778333376183663
021850,0.001130007470384489
02:00,0.04442640104885012
102f,0.010045778741040057
47yr,-0.012176645112519794
3335gm,0.00778333376183663
36:4,-0.0038049493165059614
02:02,0.011992527036408072
36:5,0.003950497398047873
02:03,0.005926194063605593
36:6,0.007467160665306325
021854,0.0044566706161105595
1042,0.008655251779060567
11:59:18,-0.005523318821067652
11:59:17,0.0044566706161105595
1040,0.00630287458855422
300lb,-0.012176645112519794
01:16:07,0.0044566706161105595
2370,0.0111099969075627
01:16:14,0.00778333376183663
100mgs,0.00778333376183663
1038,-0.005459011363977513
1037,-0.012176645112519794
1035,0.011007628969566913
11:35:54,0.001130007470384489
1034,0.00778333376183663
09:40:59,0.00778333376183663
16:52:,-0.012176645112519794
3697,0.0
08:57:36,0.0044566706161105595
10:53:36,0.001130007470384489
11:47:45,0.0044566706161105595
103f,0.015402710771304097
17230,0.00778333376183663
09:52:27,-0.012176645112519794
1054,-0.012176645112519794
1053,0.001130007470384489
1052,-0.00781138855448386
1051,0.00630287458855422
1050,0.012241114699922588
2380,0.001130007470384489
1049,0.0044566706161105595
1046,-0.012176645112519794
11:59:14,0.00778333376183663
1045,-0.017220897316509245
21st,0.018303570924470547
020542,-0.0021966556753415813
104721,0.001130007470384489
17237,0.0044566706161105595
10:53:42,0.001130007470384489
12:17:50,0.00778333376183663
104780,0.00778333376183663
104k,0.00778333376183663
103450,-0.012176645112519794
026720,0.00778333376183663
11:47:51,0.00778333376183663
104f,0.01594547942927228
12:47allegations,0.00778333376183663
026727,-0.012176645112519794
1064,0.0111099969075627
1x1x0cm,-0.012176645112519794
1060,-0.012176645112519794
2390,0.00778333376183663
01:16:33,0.00778333376183663
1110:,0.00778333376183663
09:03:03,-0.012176645112519794
11:47:49,0.001130007470384489
01:28:09,0.00778333376183663
102113,0.0044566706161105595
102116,-0.005459011363977514
11:47:47,0.0
102118,0.003950497398047873
103448,-0.007410489044789002
026732,0.00778333376183663
026736,0.0044566706161105595
104795,0.001130007470384489
102131,0.00778333376183663
026734,0.0044566706161105595
105f,0.011007628969566913
09:15:04,-0.012176645112519794
23:6,0.00630287458855422
23:5,-0.0031066341734711667
23:4,-0.0038049493165059614
106:,0.0044566706161105595
38:51,0.0044566706161105595
38:50,0.003950497398047873
107%,-0.012176645112519794
12:29:38,-0.012176645112519794
38:52,-0.0031066341734711667
38:55,0.00630287458855422
38:54,0.00630287458855422
1month,0.004749916552438802
1080,0.0111099969075627
26:59,0.0044566706161105595
375mg,0.0044566706161105595
22pm:,0.0111099969075627
12:30:05,0.0044566706161105595
26:52,0.0044566706161105595
026706,0.0044566706161105595
26:55,-0.001459429160750871
026709,-0.012176645112519794
38:48,0.0111099969075627
38:47,0.0044566706161105595
10:16:00,0.00778333376183663
38:49,-7.542569829648199E-4
12:17:29,0.011007628969566913
01:16:54,0.0044566706161105595
102bpm,0.00778333376183663
103423,-0.010163765744990207
106f,0.0044566706161105595
38:42,0.008914149784108746
103424,-0.00956724734284898
12414,0.00778333376183663
